"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"13363","29.797957","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1754, FN=0, Flags=.p....F.",""
"13364","29.798000","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13366","29.804457","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1755, FN=0, Flags=.p....F.",""
"13367","29.804520","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-50,-46,-83,-83"
"13368","29.804808","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1756, FN=0, Flags=.p....F.",""
"13369","29.804862","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13372","29.806632","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1757, FN=0, Flags=.p....F.",""
"13373","29.806690","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13374","29.807106","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13375","29.807087","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1758, FN=0, Flags=.p....F.",""
"13377","29.814640","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1759, FN=0, Flags=.p....F.",""
"13378","29.814708","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13380","29.821582","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1760, FN=0, Flags=.p....F.",""
"13381","29.821651","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13382","29.821934","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1761, FN=0, Flags=.p....F.",""
"13383","29.821985","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13385","29.826854","DallasSemico_34:53:cd","Broadcast","802.11","355","Data, SN=1854, FN=0, Flags=.pm...F.","-78,-86,-83,-83,-83"
"13386","29.829330","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1762, FN=0, Flags=.p....F.",""
"13387","29.829397","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13388","29.829674","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1763, FN=0, Flags=.p....F.",""
"13389","29.829716","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13391","29.838761","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1764, FN=0, Flags=.p....F.",""
"13392","29.838828","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13393","29.839118","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1765, FN=0, Flags=.p....F.",""
"13394","29.839161","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13396","29.844134","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1766, FN=0, Flags=.p....F.",""
"13397","29.844196","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-45,-83,-83"
"13398","29.844485","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1767, FN=0, Flags=.p....F.",""
"13399","29.844536","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13401","29.846411","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1768, FN=0, Flags=.p....F.",""
"13402","29.846479","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"13403","29.846762","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1769, FN=0, Flags=.p....F.",""
"13404","29.846805","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13406","29.861989","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1770, FN=0, Flags=.p....F.",""
"13407","29.862069","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13408","29.862313","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1771, FN=0, Flags=.p....F.",""
"13409","29.862371","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13410","29.862472","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","97","Data, SN=1772, FN=0, Flags=.p....F.",""
"13411","29.862517","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13413","29.864067","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1773, FN=0, Flags=.p....F.",""
"13414","29.864136","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13415","29.864384","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1774, FN=0, Flags=.p....F.",""
"13416","29.864477","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13418","29.871539","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1775, FN=0, Flags=.p....F.",""
"13419","29.871610","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13420","29.871892","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1776, FN=0, Flags=.p....F.",""
"13421","29.871945","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13423","29.875881","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1777, FN=0, Flags=.p....F.",""
"13424","29.875949","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13425","29.876232","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1778, FN=0, Flags=.p....F.",""
"13426","29.876289","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13428","29.879814","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1779, FN=0, Flags=.p....F.",""
"13429","29.879882","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13430","29.880165","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1780, FN=0, Flags=.p....F.",""
"13431","29.880217","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13433","29.891562","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1781, FN=0, Flags=.p....F.",""
"13434","29.891625","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"13435","29.891905","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1782, FN=0, Flags=.p....F.",""
"13436","29.891959","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13437","29.892253","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1783, FN=0, Flags=.p....F.",""
"13438","29.892307","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13439","29.892716","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13441","29.892687","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1784, FN=0, Flags=.p....F.",""
"13443","29.901053","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13444","29.901022","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1785, FN=0, Flags=.p....F.",""
"13445","29.909421","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1786, FN=0, Flags=.p....F.",""
"13446","29.909488","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"13447","29.909768","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1787, FN=0, Flags=.p....F.",""
"13448","29.909819","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-47,-83,-83"
"13450","29.910877","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1788, FN=0, Flags=.p....F.",""
"13451","29.910973","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13453","29.914075","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1789, FN=0, Flags=.p....F.",""
"13454","29.914147","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13455","29.914436","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1790, FN=0, Flags=.p....F.",""
"13456","29.914481","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13458","29.918540","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1791, FN=0, Flags=.p....F.",""
"13459","29.918605","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13460","29.920251","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1792, FN=0, Flags=.p....F.",""
"13461","29.920306","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-49,-45,-83,-83"
"13462","29.922236","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1793, FN=0, Flags=.p....F.",""
"13463","29.922297","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"13466","29.927818","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1794, FN=0, Flags=.p....F.",""
"13467","29.927908","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13468","29.933479","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1795, FN=0, Flags=.p....F.",""
"13469","29.933543","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13470","29.933830","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1796, FN=0, Flags=.p....F.",""
"13471","29.933880","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-45,-83,-83"
"13473","29.939259","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1797, FN=0, Flags=.p....F.",""
"13474","29.939345","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"13476","29.947098","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"13477","29.947071","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1798, FN=0, Flags=.p....F.",""
"13478","29.948011","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1799, FN=0, Flags=.p....F.",""
"13479","29.948076","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"13482","29.956282","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1800, FN=0, Flags=.p....F.",""
"13483","29.956354","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13485","29.960275","Dell_b3:b9:9b","Broadcast","802.11","154","Data, SN=1459, FN=0, Flags=.p....F.","-80,-94,-89,-83,-83"
"13486","29.971686","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1801, FN=0, Flags=.p....F.",""
"13487","29.971747","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13489","29.977411","26:c7:19:8f:bc:a3","IPv4mcast_7f:ff:fa","802.11","273","Data, SN=1465, FN=0, Flags=.p....F.","-80,-91,-89,-83,-83"
"13490","29.982155","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1802, FN=0, Flags=.p....F.",""
"13491","29.982212","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13492","29.982514","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1803, FN=0, Flags=.p....F.",""
"13493","29.982557","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-47,-45,-83,-83"
"13495","29.986896","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1804, FN=0, Flags=.p....F.",""
"13496","29.986980","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13497","29.987248","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1805, FN=0, Flags=.p....F.",""
"13498","29.987298","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13500","29.988881","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13501","29.988855","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1806, FN=0, Flags=.p....F.",""
"13502","29.989123","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1807, FN=0, Flags=.p....F.",""
"13503","29.989184","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13507","29.990116","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","1276","Data, SN=1155, FN=0, Flags=.p....F.",""
"13508","29.990182","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-54,-43,-83,-83"
"13512","29.999545","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","340","Data, SN=1156, FN=0, Flags=.p....F.",""
"13513","29.999606","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-55,-43,-83,-83"
"13517","30.001397","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","276","Data, SN=1157, FN=0, Flags=.p....F.",""
"13518","30.001457","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-53,-42,-83,-83"
"13519","30.004645","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13520","30.004620","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1808, FN=0, Flags=.p....F.",""
"13521","30.004887","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1809, FN=0, Flags=.p....F.",""
"13522","30.004952","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13523","30.005693","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1810, FN=0, Flags=.p....F.",""
"13524","30.005756","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13525","30.006033","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1811, FN=0, Flags=.p....F.",""
"13526","30.006073","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13529","30.014105","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1812, FN=0, Flags=.p....F.",""
"13530","30.014175","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13531","30.014450","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1813, FN=0, Flags=.p....F.",""
"13532","30.014502","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13534","30.017295","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","97","Data, SN=1158, FN=0, Flags=.p....F.",""
"13535","30.017362","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-42,-52,-42,-83,-83"
"13536","30.017846","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1814, FN=0, Flags=.p....F.",""
"13537","30.017914","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13538","30.018189","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1815, FN=0, Flags=.p....F.",""
"13539","30.018244","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-46,-83,-83"
"13541","30.021906","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-54,-43,-83,-83"
"13542","30.021874","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","97","Data, SN=2571, FN=0, Flags=.p....F.",""
"13543","30.022460","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13544","30.022436","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1816, FN=0, Flags=.p....F.",""
"13545","30.022711","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1817, FN=0, Flags=.p....F.",""
"13546","30.022761","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13547","30.023011","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-55,-43,-83,-83"
"13548","30.022993","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","97","Data, SN=2572, FN=0, Flags=.p....F.",""
"13549","30.023052","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","97","Data, SN=2573, FN=0, Flags=.p....F.",""
"13550","30.023087","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-43,-53,-43,-83,-83"
"13552","30.028663","DallasSemico_34:4e:85","Broadcast","802.11","356","Data, SN=1858, FN=0, Flags=.pm...F.","-75,-79,-78,-83,-83"
"13553","30.031761","Ubiquiti_8b:44:1d","Broadcast","802.11","236","Data, SN=1860, FN=0, Flags=.pm...F.","-78,-88,-83,-83,-83"
"13554","30.034474","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13555","30.034445","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1818, FN=0, Flags=.p....F.",""
"13556","30.034694","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1819, FN=0, Flags=.p....F.",""
"13557","30.034767","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13558","30.035044","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1820, FN=0, Flags=.p....F.",""
"13559","30.035092","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13560","30.035401","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1821, FN=0, Flags=.p....F.",""
"13561","30.035449","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13565","30.051336","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1822, FN=0, Flags=.p....F.",""
"13566","30.051409","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"13567","30.051672","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1823, FN=0, Flags=.p....F.",""
"13568","30.051720","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"13570","30.053438","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1824, FN=0, Flags=.p....F.",""
"13571","30.053505","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13572","30.053907","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13573","30.053888","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1825, FN=0, Flags=.p....F.",""
"13575","30.055806","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1826, FN=0, Flags=.p....F.",""
"13576","30.055872","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"13577","30.056196","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"13578","30.056173","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1827, FN=0, Flags=.p....F.",""
"13580","30.064200","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1828, FN=0, Flags=.p....F.",""
"13581","30.064272","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-47,-46,-83,-83"
"13582","30.065063","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"13583","30.065043","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1829, FN=0, Flags=.p....F.",""
"13584","30.065278","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=1830, FN=0, Flags=.p....F.",""
"13585","30.065327","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-44,-48,-46,-83,-83"
"13586","30.066201","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-41,-53,-41,-83,-83"
"13587","30.066176","ASUSTekCOMPU_a8:18:d4","Intel_ec:d9:61","802.11","97","Data, SN=2574, FN=0, Flags=.p....F.",""
